age,Auditory,Kinaesthetic,Visual,ExtrinsicMotivation,IntrinsicMotivation,SelfEfficacy,StudyTime,Conscientiousness,CAOpoints,Maths,English,Pass
19,2.5,7.5,5,7.714736101,7.5,5.858944404,7.480791697,4.752101804,471,51,76,Pass
20,2.5,5.43886007,7.06113993,7.094430035,6.469430035,6.125906714,4.18886007,5.29257338,486,50,94,Pass
21,2.344858756,5.310282488,7.344858756,6.875,6.288785311,5.781619585,3.905141244,5.025856874,490,54,98,Pass
21,2.438210543,5.123578913,7.438210543,6.875,6.265447364,5.812736848,3.811789457,5.010298243,487,54,97,Pass
22,1.257077322,7.485845356,6.257077322,6.875,6.560730669,5.419025774,4.992922678,5.20715378,518,50,100,Pass
19,2.5,7.365290083,5.134709917,7.567354959,7.5,5.224516529,8.125,3.996968182,465,62,75,Pass
24,3.242548027,6.014903947,5.742548027,7.314362993,7.128725987,5.495032018,7.56808898,4.368790022,326,45,52,Pass
22,2.935433193,6.629133614,5.435433193,7.391141702,7.282283404,5.290288795,7.798425105,4.112860994,383,53,61,Pass
27,2.5,2.772916509,9.727083491,6.591145636,7.636458254,5.833333333,3.818229127,4.068402594,15,0,2,Pass
29,1.263296388,6.236703612,7.5,7.802527709,7.486703612,5.833333333,3.131648194,5.206117269,245,28,49,Pass
19,2.748263848,7.251736152,5,7.5,7.375868076,5.331018465,7.876736152,3.832754616,462,63,73,Pass
20,3.482636571,6.517363429,5,7.5,7.008681714,6.310182095,7.142363429,4.077545524,458,60,70,Pass
24,3.402536389,3.402536389,8.194927222,6.701268195,7.048731805,6.735869723,4.426902292,4.050845463,162,20,23,Pass
20,2.5,6.254808311,6.245191689,8.122595844,7.188702078,5.415063896,7.813702078,5.825319481,399,68,52,Pass
31,3.770334736,5,6.229665264,9.047248948,8.114832632,7.909888421,4.989832632,7.288277544,228,18,22,Fail
37,5,5,5,7.82828813,7.5,7.302192087,4.67171187,6.292101681,114,6,18,Fail
40,4.645564275,5,5.354435725,7.41612855,7.5,7.736290483,4.463608931,6.965188092,38,6,10,Fail
28,4.523002107,5,5.476997893,9.375,7.886501054,6.348668071,4.584746312,7.996166315,36,0,4,Fail
20,5,5.072362365,4.927637635,8.428454704,6.911181182,6.642545878,7.875817069,5.226423925,482,63,63,Fail
32,5,3.83260982,6.16739018,8.416847545,6.624457365,7.5,4.95869509,5.915943153,223,34,29,Fail
29,5,5,5,8.968859885,7.962543954,6.666666667,3.912456046,7.483450544,46,6,8,Fail
38,4.211065514,5,5.788934486,8.322233621,7.795850432,7.631489081,4.670850432,7.083333333,33,6,5,Fail
25,2.926924535,5,7.073075465,9.375,8.643268866,7.357691822,4.786537733,7.571154089,87,15,14,Fail
20,4.009892248,6.509892248,4.480215504,7.877473062,6.88736531,5.833333333,9.257419186,5.998351292,451,62,63,Fail
21,4.023326653,5.976673347,5,7.5,7.5,5.488336674,4.375,5.488336674,399,31,63,Pass
25,2.549364393,3.67595341,8.774682197,8.774682197,7.206011648,9.591560732,2.806329451,4.174894066,166,42,20,Pass
22,4.672850204,2.827149796,7.5,9.211425102,6.413574898,8.115233469,6.004637653,2.628582993,433,79,73,Pass
33,5,2.478330204,7.521669796,6.554373827,7.5,6.260834898,4.375,5.630417449,216,18,28,Pass
27,3.897606833,3.3071795,7.795213667,8.897606833,8.400598292,9.632535611,5.8071795,5.134529917,189,46,22,Pass
20,2.949876481,6.150370556,5.899752963,9.48746912,7.099938241,8.633250988,7.112777917,6.291769599,516,67,87,Pass
20,5,0,10,8.165842369,7.666460592,6.943070615,4.334157631,4.277640395,411,42,65,Pass
29,2.5,5,7.5,7.247333872,7.792555376,7.056740501,7.007998383,6.054963083,303,21,50,Pass
19,5.79549247,4.20450753,5,7.698873117,7.5,5.530328313,4.375,5.265164157,296,25,39,Pass
19,5.103567565,5,4.896432435,7.5,7.422324326,5.172612608,4.530351348,5.138090087,417,35,55,Pass
22,0.790840475,6.709159525,7.5,7.270420238,7.072710119,6.096946825,4.802289881,6.819719842,247,19,36,Pass
25,5,1.919338201,8.080661799,8.560496349,7.1653309,7.440882399,4.899172751,5.862892134,415,61,53,Pass
19,2.5,2.542436137,9.957563863,7.510609034,6.885609034,4.209102804,5.603781931,6.25,467,63,74,Pass
24,2.921787622,5,7.078212378,8.125,7.394553094,6.244879045,5.007681433,5.687616504,275,8,35,Pass
39,5,0,10,8.653204918,7.451602459,7.306409837,4.520192622,5.032265027,150,38,18,Pass
24,5,0.231050964,9.768949036,9.768949036,8.067237259,9.768949036,2.962101928,4.775875804,325,76,40,Pass
24,3.116070213,4.383929787,7.5,8.125,7.345982447,6.666666667,4.683035107,6.558035107,273,9,40,Pass
20,3.311645586,5,6.688354414,7.5,6.233734189,3.874430391,4.797088604,3.874430391,513,55,73,Pass
19,0.752032796,7.123983602,7.123983602,9.623983602,7.5,6.415989068,5.436991801,6.415989068,527,98,62,Pass
19,3.428301244,5,6.571698756,7.5,7.107075311,5.523899585,6.732548134,5.785849378,540,65,75,Pass
43,2.945014182,7.054985818,5,9.554985818,6.986253545,6.369990545,5.916239364,7.054985818,77,6,10,Pass
23,4.027721777,1.944556446,9.027721777,8.784652221,7.395791333,9.027721777,4.444556446,4.745379704,335,61,42,Pass
24,4.148837975,0.851162025,10,9.893604747,8.337790506,9.858139663,2.819185759,4.79612384,352,83,46,Pass
27,2.664014992,4.835985008,7.5,7.878977512,7.5,6.502651674,4.292992504,6.222664168,217,0,27,Pass
19,5.570023705,5,4.429976295,7.927517779,7.357494074,5.380015803,4.517505926,5.380015803,438,43,58,Pass
24,3.022665304,4.477334696,7.5,7.994333674,7.369333674,6.666666667,4.505666326,6.162889116,252,0,37,Pass
24,4.930324319,0.139351363,9.930324319,9.98258108,8.090162159,9.83742341,2.51741892,4.629783788,328,80,40,Pass
25,7.137189094,1.068594547,6.794216359,9.465702726,7.857851363,8.575207271,3.568594547,5.117630607,227,47,30,Pass
24,2.5,5,7.5,7.548916294,5.771748883,5.130443451,3.510874441,5.865944196,269,17,44,Pass
30,2.5,5,7.5,7.552741027,7.213870514,6.285160685,4.375,6.25,242,37,26,Pass
24,5,4.3693169,5.6306831,7.342329225,7.5,5.6306831,5.794036974,5.6306831,325,27,43,Pass
26,2.5,5,7.5,8.034160593,7.590839407,6.707039736,4.465839407,6.310559605,250,5,31,Pass
23,2.5,5,7.5,8.909176028,7.761392009,7.015189346,5.159176028,6.25,296,23,43,Pass
20,5,4.913697506,5.086302494,7.478424377,7.478424377,5.086302494,4.353424377,5.071918745,430,36,57,Pass
21,4.805798037,4.805798037,5.388403926,7.451449509,7.402899018,4.935266012,4.326449509,4.902899018,401,34,53,Pass
27,4.068256223,2.795231332,8.136512445,9.301192167,7.892064056,9.068256223,3.664679722,5.049205222,205,51,25,Pass
26,5.610397785,0.610397785,8.779204431,9.542201662,8.430198892,9.389602215,3.720795569,5.49893001,246,62,30,Pass
23,5,0.71013553,9.28986447,9.733699176,8.036233059,9.644932235,3.565203294,4.997579059,358,83,47,Pass
25,2.5,4.855929855,7.644070145,8.197035073,7.536017536,6.714690048,4.555087682,6.298023382,229,5,28,Pass
19,4.625221126,4.625221126,5.749557748,7.5,7.593694719,5.374778874,4.468694719,5.187389437,440,36,58,Pass
21,5,5,5,7.029448834,7.5,6.25480311,3.669173251,5.627401555,418,26,59,Pass
24,2.5,5,7.5,7.679118548,7.5,6.369412366,3.706177823,5.952745699,149,0,18,Pass
26,4.454841918,0.545158082,10,9.454841918,7.716131439,9.273122558,3.590316164,4.765052694,255,64,31,Pass
23,2.5,5,7.5,8.686851263,7.874567508,7.665513356,6.060553788,6.125144164,260,3,37,Pass
25,4.571690871,0.856618258,9.571690871,9.678768153,8.125,9.571690871,2.928309129,5.083027317,270,68,33,Pass
22,5,1.100252686,8.899747314,10,8.400063171,10,4.700505371,6.41708781,339,50,53,Pass
25,3.627997143,2.744005714,8.627997143,6.997002857,7.218000714,6.666666667,4.093000714,6.813998572,314,29,41,Pass
23,5,1.080945263,8.919054737,9.459527369,7.854763684,8.55873965,4.932126841,4.583333333,342,54,47,Pass
23,2.5,5,7.5,7.887987465,7.02597493,6.350649953,4.84902507,4.827924789,248,21,33,Pass
22,2.5,7.5,5,7.868303715,6.98660743,7.648809906,8.973214859,6.473214859,128,37,10,Fail
21,2.5,7.070377287,5.429622713,8.232405678,7.607405678,8.476540904,9.033348895,7.070377287,215,53,18,Fail
38,4.40069341,3.698613179,6.90069341,6.074479942,7.200346705,4.765973256,3.698613179,5.316782235,0,0,0,Fail
37,4.38833388,3.72333224,6.88833388,6.23666612,7.5,5.1861102,4.334998361,5.926388434,53,16,4,Fail
25,3.267979737,6.732020263,5,7.787992401,6.633989869,6.282676798,6.82801773,5.44798818,59,4,11,Fail
21,3.241895503,6.016208994,5.741895503,8.681421627,8.056421627,7.838736331,7.959787367,6.634455246,153,45,12,Fail
25,1.840289504,7.5,5.659710496,7.664927624,6.744782872,6.446763168,7.664927624,5.329855248,0,0,0,Fail
20,3.482560986,5.534878027,5.982560986,7.879359753,7.008719507,7.678292676,9.017439014,7.172479671,303,56,33,Fail
35,2.5,6.359921662,6.140078338,6.644941246,6.25,5.526588328,5.219843324,4.809986944,0,0,0,Fail
25,2.348808361,7.348808361,5.302383278,7.651191639,6.476787459,6.868255519,7.5,5.201588852,0,0,0,Fail
24,2.5,5,7.5,7.787909856,7.643954928,8.097677618,5.818135216,5.42759562,241,8,29,Fail
23,3.555283113,5.389433773,6.055283113,7.333537665,6.708537665,6.222767107,7.889433773,6.796477924,126,37,10,Fail
23,3.38513892,7.05743054,4.55743054,8.235642365,7.5,8.333333333,9.225503445,7.352476847,179,52,14,Fail
27,3.379435138,5,6.620564862,8.75,8.015070608,9.020094144,4.594858784,5.293145046,168,1,19,Fail
20,2.5,7.226700712,5.273299288,8.090837589,7.5,8.242233571,9.760863123,7.317800475,223,61,18,Fail
24,2.5,6.411897961,6.088102039,8.316076529,7.882153059,8.117469385,8.588102039,6.450802719,202,24,15,Fail
24,5.554163697,3.981945434,5.463890869,9.004513641,8.125,9.506018189,6.665622773,6.696757609,198,20,14,Fail
20,3.734895022,3.765104978,7.5,8.591861878,6.558723756,6.455815837,9.367447511,4.382552489,404,27,57,Fail
20,6.152173163,2.5,6.347826837,7.309783547,6.298913419,5.898551225,9.135870128,4.326086581,320,40,55,Fail
19,5,0,10,8.091298404,6.435865602,6.081154137,5.472835994,6.227532269,404,7,52,Fail
20,6.326808971,1.326808971,7.346382058,8.418297757,7.206702243,7.993475637,4.706702243,4.234183554,362,19,46,Fail
20,5.612261044,2.5,6.887738956,8.75,6.109673694,6.870753681,8.775477911,4.260217537,381,23,53,Fail
20,2.75666407,5,7.24333593,7.628332035,7.435833982,6.004442713,3.830826193,5.918888023,301,32,27,Fail
20,5,1.892209307,8.107790693,8.901947673,7.026947673,6.869263564,8.936366287,4.560387591,395,23,57,Fail
19,2.5,5,7.5,7.246157524,6.992315048,5.156420064,3.886527428,3.971821842,327,35,41,Fail
25,4.152097301,2.543708097,8.304194602,8.75,7.934878374,7.231935133,6.282781073,6.666666667,388,25,32,Fail
19,5,0.118131601,9.881868399,8.661401299,6.9045329,6.706043867,4.463598701,6.706043867,433,12,41,Fail
20,0.599286013,5,9.400713987,5.149821503,5.099881002,5.899920668,6.200059499,6.433610995,325,21,51,Pass
19,7.44645256,4.94645256,2.607094881,6.875,6.26338686,6.64881752,5.61161314,3.75,395,54,51,Pass
19,2.34099746,6.719667513,5.939335027,9.024584392,7.969667513,7.813111676,6.914750635,6.616112522,399,30,40,Pass
32,1.72451203,5,8.27548797,7.155640038,7.586768046,6.98300802,5.818871992,4.942154636,99,6,16,Pass
19,6.799837901,4.649918951,3.550243148,6.787479738,6.162479738,6.199891934,5.274918951,3.75,384,49,50,Pass
27,2.5,2.5,10,9.741226441,8.62061322,8.99415096,9.482452881,9.482452881,50,7,7,Pass
19,7.5,4.877011593,2.622988407,6.997988407,6.280747102,6.625670531,5.717241305,3.852490339,379,52,49,Pass
20,0.267357726,4.732642274,10,5.46787602,5.334197157,5.922452575,6.450518294,6.84490515,326,23,51,Pass
28,2.46046024,2.53953976,10,10,8.75988494,9.140306827,10,9.894560641,5,1,0,Pass
19,5.184697356,6.157651322,3.657651322,6.58558717,5.96058717,7.438434215,4.177935848,3.942941887,419,59,59,Pass
20,2.166657188,5,7.833342812,7.166657188,6.89582504,6.194442865,5.979167851,6.305557135,307,18,54,Pass
19,7.078203887,4.789101944,3.132694169,6.980449028,6.355449028,6.736966019,5.994071599,4.031197409,400,56,53,Pass
27,2.5,2.5,10,9.747817474,8.64912699,9.099417993,9.848690485,9.697380969,20,0,2,Pass
19,7.5,4.38409222,3.11590778,6.875,6.711930835,6.666666667,6.086930835,4.160605187,404,52,53,Pass
20,2.069725435,3.965137283,8.965137283,6.552294076,4.482568641,5.833333333,5.215137283,6.321712428,334,26,54,Pass
20,0.197052496,5.197052496,9.605895007,5,5.098526248,5.899017499,6.397789372,6.633824584,318,20,52,Pass
19,6.284939695,2.56987939,6.145180915,6.875,6.25,5.856626463,5.928765076,4.560040203,451,68,65,Pass
27,2.785543682,2.214456318,10,9.643070397,8.464456318,8.690760529,9.571684476,9.476503249,58,9,9,Pass
34,3.480807828,1.519192172,10,9.019192172,7.769192172,7.531986953,8.283586301,9.019192172,0,0,0,Pass
29,1.967199891,3.032800109,10,5.983599945,5.491799973,5.505466685,6.004100014,6.994533315,193,11,31,Pass
20,7.5,4.412166184,3.087833816,6.875,6.396958454,6.764638969,5.625,4.043916908,406,55,53,Pass
20,0.868344615,5.868344615,8.26331077,5.217086154,5.651258461,6.122781538,5.815827693,6.087770257,369,28,55,Pass
19,0.210642848,7.078714304,7.710642848,7.5,6.407982136,7.359571435,3.704267831,5.833333333,312,33,58,Pass
25,1.231956236,5.036087527,8.731956236,7.5,7.173967177,6.678695842,6.51287965,5.833333333,173,18,32,Pass
37,7.001906222,3.496187556,4.501906222,8.874523445,7.875953111,7.5,7.624523445,6.497458371,74,4,9,Pass
42,7.5,2.5,5,8.75,8.125,7.5,7.5,5.833333333,0,0,0,Pass
42,7.363665242,2.590889839,5.045444919,8.72727754,8.09091631,7.5,7.420471391,5.833333333,6,1,1,Pass
32,4.479707214,4.513528524,6.006764262,8.246617869,7.369926804,7.5,5.738162542,5.833333333,137,15,25,Pass
18,0,7.5,7.5,7.5,6.25,7.5,3.125,5.833333333,341,36,63,Pass
28,3.272759813,5.318160125,6.409080062,8.045459969,7.068189953,7.5,5.034109891,5.833333333,192,20,35,Pass
32,1.722711999,4.054576003,9.222711999,8.792033999,8.403389998,7.5,3.986355999,7.268926666,106,11,20,Pass
38,2.38191832,2.736163359,9.88191832,9.28643874,9.2273979,7.5,4.31595916,7.818265267,16,2,3,Pass
36,3.26251689,5.32498874,6.41249437,9.103123593,7.771876407,7.5,5.734382037,6.068749062,0,0,0,Pass
29,0,7.5,7.5,9.011377153,7.257584769,7.5,4.132584769,6.169194923,66,7,12,Pass
27,1.818056238,7.5,5.681943762,9.375,7.27274297,7.5,5.738542179,7.310532806,134,7,17,Pass
19,5,3.433811864,6.566188136,8.358452966,7.383273517,8.855396045,6.600179449,6.455874576,265,40,69,Pass
20,5,1.543183301,8.456816699,8.878598608,6.875,6.176262956,5.642993042,5.857324056,238,25,41,Pass
20,4.135114367,1.29732845,9.567557183,8.533778592,6.766889296,6.121628544,4.675667887,5.144147606,228,29,44,Pass
38,7.032802112,2.5,5.467197888,8.282802112,7.424203168,7.344267371,7.266401056,6.066932277,72,14,11,Pass
19,5,5.620055133,4.379944867,7.656662072,4.689972434,5.004395437,4.379944867,4.689972434,402,30,66,Fail
19,5,6.075620705,3.924379295,7.618698275,4.462189648,4.599448262,3.924379295,4.462189648,413,31,68,Fail
19,5,6.342777641,3.657222359,7.596435197,4.32861118,4.361975431,3.657222359,4.32861118,420,32,69,Fail
19,5,7.5,2.5,7.5,3.75,3.333333333,2.5,3.75,449,36,74,Fail
19,3.630901924,2.5,8.869098076,6.25,8.809549038,7.767882371,4.918186297,6.746065384,348,43,61,Fail
18,2.547621956,2.595243911,9.857134133,6.273810978,9.2678506,8.238089422,5.565472555,7.428567066,371,45,69,Fail
35,3.553871203,4.338386392,7.107742405,7.763467801,6.053871203,7.589785338,6.746210206,6.294892669,110,4,17,Fail
44,2.671581437,7.5,4.828418563,7.5,4.914209281,5.661751896,4.246313922,5.302279042,31,2,5,Fail
20,5,2.56941564,7.43058436,7.161469135,6.536469135,8.28705624,7.43058436,5.78705624,253,9,40,Fail
19,5.298603962,2.5,7.201396038,7.350698019,5.774301981,5.833333333,6.902792077,5.634264026,314,36,59,Fail
23,0.355255013,4.881581662,9.763163325,6.845395416,7.470395416,5.039472779,4.881581662,7.342108883,262,54,56,Fail
19,4.574202098,0.851595803,9.574202098,9.574202098,4.587898951,5.283865268,4.893550525,6.870434382,339,42,26,Fail
19,4.103103544,1.793792913,9.103103544,9.103103544,4.823448228,5.597930971,4.775775886,6.634885105,321,39,29,Fail
21,5,0,10,9.40580135,4.96919865,5,5.198066217,6.555156755,378,43,43,Fail
22,5,1.370992875,8.629007125,6.754007125,6.592748219,5,3.911258907,5.873664292,348,31,67,Fail
20,4.358124295,3.141875705,7.5,6.106406779,6.554062148,5.427917137,2.981406779,6.143020716,277,27,49,Fail
20,4.387569939,5,5.612430061,6.55621503,7.512569939,6.037476687,2.959322546,7.720903272,327,27,53,Fail
20,4.545165438,5,5.454834562,6.477417281,7.670165438,5.984944854,2.841125922,7.878498771,332,27,54,Fail
19,8.020739052,3.159753649,3.819507299,6.579876825,6.545123175,7.280082117,4.375,7.060164234,437,21,74,Fail
20,9.145630705,2.072815353,3.781553942,6.570388486,6.768203838,7.072815353,4.588592324,7.144012794,488,21,86,Fail
37,3.062876558,3.874246884,8.062876558,7.156438279,5.765719139,5,4.172157418,4.448104946,96,8,19,Fail
35,3.49880811,3.00238378,8.49880811,7.374404055,5.874702028,5,4.499106083,4.666070722,171,15,34,Fail
19,1.172835967,5,8.827164033,8.163582016,6.288582016,7.109054678,7.361119074,6.275721344,257,37,31,Fail
21,0.674949501,4.775016833,9.550033666,8.806245792,6.931245792,7.649988778,10,6.891649834,231,41,21,Fail
18,2.5,5,7.5,7.5,7.209832214,7.194944071,6.356040267,6.62574944,279,22,40,Fail
18,2.5,5,7.5,7.5,7.286210632,7.220403544,6.45151329,6.663938649,280,21,40,Fail
28,4.854587921,3.82270604,6.32270604,8.38297047,7.83067651,9.60756868,10,7.403058614,234,48,27,Fail
21,3.636744747,2.726510506,8.636744747,7.784186187,7.27244144,7.726510506,8.010696693,5.643875875,435,66,67,Fail
18,2.5,5,7.5,7.5,7.070673569,8.594231425,7.62776553,5.833333333,366,64,47,Fail
32,2.417044768,3.874432849,8.708522384,7.479261192,6.25,5.860985077,5.947869404,6.492898013,390,55,47,Fail
32,0.84469157,6.65530843,7.5,7.086172893,6.038827107,6.666666667,5.616481322,6.936872286,323,57,21,Fail
39,0.812817289,6.958121808,7.229060904,7.145939096,6.385469548,6.937605763,6.656408644,7.680626064,317,65,10,Fail
24,6.845732039,3.691464078,4.462803883,8.125,7.634299029,6.845732039,8.855031068,6.954776699,240,63,39,Fail
19,2.5,5,7.5,6.619031518,4.744031518,6.666666667,3.053547277,5.246021012,235,14,24,Fail
20,2.656308427,4.921845787,7.421845787,6.347692767,4.472692767,6.74482088,2.73446264,5.130257022,218,9,17,Fail
26,4.076337926,4.211831037,6.711831037,7.235211204,5.360211204,7.45483563,4.864506889,6.313614938,154,6,12,Fail
22,3.615896983,2.768206034,8.615896983,8.125,6.942051509,5.922735345,5.278974246,4.724615158,379,26,70,Fail
19,2.5,5,7.5,8.089813062,7.394439185,6.666666667,4.964813062,4.260498502,336,19,56,Fail
22,3.158127314,4.670936343,7.170936343,8.289531828,7.5,6.995730324,5.658127314,4.824793981,296,16,50,Fail
21,2.890172488,4.804913756,7.304913756,7.646314683,6.923771561,9.166666667,4.23771561,4.940991447,354,67,47,Fail
29,4.820377043,3.839811478,6.339811478,8.370141391,7.16504713,9.166666667,6.650471304,6.710345623,206,39,28,Fail
19,2.5,5,7.5,7.5,6.805073915,9.026814496,3.784963043,4.653259418,377,70,51,Fail
18,4.890467607,7.390467607,2.719064786,3.316681687,2.636915491,5.869844131,3.777383098,4.63809953,448,45,67,Fail
21,5,4.541570212,5.458429788,5.097286525,3.979214894,5.504618912,4.489607447,4.912047754,445,42,75,Fail
21,1.980459507,4.529310739,8.490229754,6.615229754,5.117672315,5.503256749,4.115229754,4.410153169,349,25,72,Fail
19,0.766659556,6.733340444,7.5,6.199994667,4.758329778,6.088886519,3.508329778,4.388882963,286,21,56,Fail
29,5.936362542,0.936362542,8.127274916,7.420453177,8.281818729,8.124241695,6.872725084,7.081816723,299,51,43,Fail
25,4.715619542,0.568760916,9.715619542,9.644524427,7.769524427,7.859365903,3.053904885,6.202603257,430,64,25,Pass
27,2.5,2.654574332,9.845425668,8.75,7.615930749,6.718191444,4.722792247,6.821240998,97,6,23,Pass
22,0.374552046,5,9.625447954,9.812723977,6.718190058,6.791517349,6.81182807,5.270012085,249,56,7,Pass
20,4.656829888,2.843170112,7.5,6.593170112,9.375,8.218943296,10,5.212478538,374,48,22,Pass
18,5,2.118395962,7.881604038,6.727005047,9.088796972,8.333333333,8.950588896,4.837736025,407,45,24,Pass
20,4.769338981,2.730661019,7.5,8.577004235,6.13466949,7.948898301,5.336673726,6.968002824,382,66,47,Pass
21,4.639573256,2.860426744,7.5,8.479679942,6.069786628,7.732622093,5.174466569,6.903119961,360,62,44,Pass
21,4.545937073,2.954062927,7.5,8.409452805,6.022968536,7.576561788,5.057421341,6.85630187,344,60,42,Pass
47,1.532819137,3.467180863,10,7.208011961,7.5,6.599742902,3.125,5.961068261,172,71,9,Pass
25,2.5,3.557296326,8.942703674,7.596351837,5.360675918,6.090271565,6.828111022,6.795135783,180,31,26,Pass
33,2.5,3.695612417,8.804387583,8.505484479,6.304387583,5.47105425,6.413162749,4.963741611,181,33,6,Pass
36,0.672829018,6.827170982,7.5,9.158963727,7.283963727,4.775723661,4.327170982,5.224276339,0,0,0,Pass
38,0.099245396,7.400754604,7.5,9.950377302,8.174622698,5.099245396,5.198490792,5.165408993,7,3,1,Pass
38,0.093456326,7.406543674,7.5,9.883179592,8.008179592,4.968847891,4.906543674,5.031152109,0,0,0,Pass
23,4.029563422,1.940873156,9.029563422,9.514781711,9.757390856,6.480291052,5.793700589,6.107539823,272,41,24,Pass
36,0.934941302,4.065058698,10,9.375,8.008132337,6.978313767,5.665661686,7.266264675,77,8,5,Pass
35,1.100309397,3.899690603,10,9.375,7.987461325,7.033436466,5.562306627,7.224922651,91,10,6,Pass
38,2.607544272,4.784911455,7.607544272,9.973113932,9.892455728,9.928303818,7.311797523,8.243713106,151,45,12,Pass
23,2.5,6.33022916,6.16977084,8.08488542,7.37965626,7.05659028,7.67209897,7.836437507,283,44,26,Pass
18,5,2.141097414,7.858902586,9.910274353,8.035274353,9.047032471,9.013017888,8.747946983,413,38,68,Pass
22,0.481237564,7.018762436,7.5,4.712475127,7.860928173,8.845841624,3.943712691,4.792681388,379,56,73,Pass
20,7.297690009,5,2.702309991,8.074422502,6.799133753,7.365126673,7.89740126,4.633910831,438,78,82,Pass
20,7.324385956,4.648771912,3.026842132,8.212807022,6.918903511,7.558538015,7.773771912,4.700409363,453,79,82,Pass
27,5,2.5,7.5,9.112559905,8.22511981,7.150079873,8.125,5.174960063,237,34,35,Pass
19,3.735022944,2.5,8.764977056,7.492511472,6.566244264,5.833333333,6.543778679,5.622503824,482,59,86,Pass
19,7.469810195,0.030189805,7.5,3.18537961,6.867452549,5.833333333,3.802832159,3.363523138,486,28,74,Pass
21,3.461076083,3.077847834,8.461076083,6.394461959,6.586076083,5.961076083,8.318116855,5.320358694,346,45,51,Pass
33,2.5,5.799470167,6.700529833,7.100264917,7.937831146,8.900176611,8.125,8.075309069,354,60,41,Pass
23,5,3.947389227,6.052610773,8.848694614,7.33554192,6.798259485,6.677610773,6.315796409,211,31,31,Pass
27,5,5.306291606,4.693708394,8.72033677,9.009381934,8.679175912,7.393763869,6.128127311,361,46,51,Pass
41,3.858333779,2.5,8.641666221,7.731249665,7.962499331,7.736110368,8.125,8.641666221,0,0,0,Pass
23,2.836825708,4.326348584,7.836825708,6.165793573,8.125,7.5,5.625,5.112275236,490,71,72,Pass
18,3.610355039,2.5,8.889644961,7.77758876,5.207766279,5.833333333,5.345710077,5.60172584,488,78,71,Pass
19,3.380143676,2.5,9.119856324,8.529964081,6.654964081,6.91323755,6.910107757,6.373285441,547,61,63,Pass
29,2.5,4.125210834,8.374789166,5.499578333,7.155881041,7.291315277,4.468275624,6.47870986,292,30,59,Pass
21,2.92794461,4.57205539,7.5,8.125,7.804041542,7.905388723,7.606986153,7.560046158,458,50,65,Pass
21,0.654244423,6.845755577,7.5,7.038561106,6.25,6.55762593,4.32246387,5.833333333,443,25,25,Pass
19,5,3.793247455,6.206752545,6.831752545,6.25,5.402250848,7.801688136,6.048874576,511,68,74,Pass
26,3.714070695,2.57185861,8.714070695,6.267964653,6.839070695,5.356784492,5.625,4.761725579,192,2,20,Pass
21,5,2.022814589,7.977185411,6.130703647,7.113592706,7.5,3.096481764,6.170469098,491,30,69,Pass
21,2.827409226,4.672590774,7.5,7.581852306,6.793147694,5.109136409,5.952409226,5.109136409,494,73,79,Pass
19,2.891081711,4.608918289,7.5,7.070540856,6.777229572,7.239278859,6.543311283,4.075901426,457,57,65,Pass
20,5,5.560558547,4.439441453,8.125,7.780279273,6.853519516,6.594720727,5.068193697,473,67,78,Pass
21,5,7.306343203,2.693656797,9.278171601,6.298414199,7.5,5.625,5.833333333,625,80,84,Pass
31,7.052300544,2.052300544,5.895398912,6.651150272,5.55962432,6.131799637,5.111924864,5.833333333,258,53,56,Pass
21,3.734755076,2.530489848,8.734755076,6.573933693,8.125,7.5,5.308688769,4.778962563,325,33,55,Pass
23,2.5,4.749653679,7.750346321,7.062759741,9.43758658,6.250577202,7.56258658,5.500692643,450,25,41,Pass
24,0.426937725,6.646124549,7.926937725,8.75,8.445203294,7.926937725,8.125,6.19938583,409,30,66,Pass
19,2.839861365,2.160138635,10,7.785138635,4.884792047,5.339861365,7.785138635,7.633448863,433,16,72,Pass
42,5,0,10,7.98445462,8.596890924,8.129187899,7.040672772,6.462521232,36,0,6,Pass
20,2.684566543,7.130866915,5.184566543,7.546141636,6.828858364,7.376955638,4.07299145,3.903805452,252,22,43,Pass
20,5,0,10,8.456165852,6.992533659,5.990044879,7.323699511,5.833333333,422,58,69,Pass
19,5,2.5,7.5,9.659936042,6.761645347,7.197720926,6.07841861,5.151139537,524,65,70,Pass
37,2.5,3.994612961,8.505387039,9.12365324,8.879040279,10,8.125,9.75089784,147,27,17,Pass
24,3.130611985,3.738776031,8.130611985,7.961735019,8.125,7.5,8.896429027,6.768027341,238,2,31,Pass
22,2.539999624,4.960000376,7.5,8.740000094,3.789999624,5.833333333,3.819999342,3.373332957,193,10,41,Pass
20,2.800059124,2.199940876,10,7.824940876,7.025029562,7.5,6.174985219,5.466676521,477,24,58,Pass
32,2.5,3.911428697,8.588571303,8.397142826,8.588571303,8.588571303,5.65499978,8.353333187,315,46,39,Pass
22,3.461041139,1.538958861,10,7.163958861,7.740260285,8.525972574,6.779219146,5.320347046,364,62,58,Pass
22,5,0.903393981,9.096606019,7.725848495,7.846606019,6.897737346,5.330939466,5.56723233,528,61,74,Pass
35,2.5,6.775420046,5.724579954,7.681144988,6.25900746,7.862289977,9.728282517,6.793434965,384,16,64,Pass
19,2.5,5,7.5,6.601413899,6.25,5.729562936,6.367930505,6.380505535,381,21,40,Fail
